Sample_ID,Group_ID,Language,Hate_Type,Text,Source_Dataset
806,343,Chinese,MIGRANTS,移民把疾病带入美国。,V1
807,348,Chinese,MIGRANTS,恐怖分子正在通过墨西哥边境渗透进入美国。,V1
808,354,Chinese,MIGRANTS,我们有犯罪问题因为大多数移民在这里是非法的。他们从墨西哥边境偷偷进入。,V1
809,356,Chinese,MIGRANTS,移民每天白拿35欧元。,V1
810,360,Chinese,MIGRANTS,该死的圣母婊，你们这些圣母就把移民带回家吧,V1
811,363,Chinese,MIGRANTS,移民抢走了我们的工作。,V1
812,419,Chinese,MIGRANTS,移民说他们穷但他们有iPhone。,V1
813,450,Chinese,MIGRANTS,我们被迫经济上支持所有所谓的“寻求庇护者”。,V1
814,470,Chinese,MIGRANTS,移民不是为了逃离战争。,V1
815,488,Chinese,MIGRANTS,我们监狱里超过一半的囚犯是外国人。,V1
816,492,Chinese,MIGRANTS,这些狗来这里强奸杀害我们的女人。,V1
817,505,Chinese,MIGRANTS,我们正在被入侵。他们在取代我们。,V1
818,512,Chinese,MIGRANTS,只有8%是真正的难民。,V1
819,646,Chinese,MIGRANTS,这是一场入侵：我们无法与数百万不想融入，而是想把我们带回前技术时代的人共存。,V1
820,651,Chinese,MIGRANTS,历史上前所未有的入侵。数百万人涌入我们的边境，取代我们的种族和文化。,V1
821,656,Chinese,MIGRANTS,多元文化是西方社会的死亡，对未受普遍法律保护的少数群体也是致命威胁。,V1
822,660,Chinese,MIGRANTS,这是入侵：我们必须阻止移民，因为人民无法接受他们。,V1
823,1272,Chinese,MIGRANTS,为什么我们有这么多拥有公民身份的移民？他们只犯罪，和我们的社会毫无关系。,V2
824,1273,Chinese,MIGRANTS,我们不想要移民在这里，但如果他们必须工作，为什么我们还要为他们的住房买单？,V2
825,1280,Chinese,MIGRANTS,移民是社会的负担。,V2
826,1286,Chinese,MIGRANTS,我们不应该欢迎来自其他宗教的难民和移民。,V2
827,1292,Chinese,MIGRANTS,移民夺走了我们的工作，让我们更穷。, as well as being valuable people to get to know.
828,1297,Chinese,MIGRANTS,媒体在隐藏关于难民的真相：移民太多，情况越来越糟。, seek the truth and examine your own experiences. If you feel judged for believing what you consider as nonsense
829,1298,Chinese,MIGRANTS,我们应该把他们都遣返回去。, and to return home if they wish to.
830,1428,Chinese,WOMEN,如果允许女人开车，我们会天天出车祸。,WOMEN
831,1431,Chinese,WOMEN,我厌倦了女人的抱怨。我们的整个历史都被女权叙事主导。,V2
832,1433,Chinese,WOMEN,女性不应该被允许参加技术会议。, a woman.
833,1435,Chinese,WOMEN,他们说不能以貌取人。但女权主义者总是在评判我们。,WOMEN
834,1440,Chinese,WOMEN,女人很轻松。她们呆在家里生孩子。,WOMEN
835,1443,Chinese,WOMEN,女人就是为了满足男人的欲望。所谓“强奸”只是女权主义者编出来烦社会的蠢事。,WOMEN
836,1444,Chinese,WOMEN,女人应该穿漂亮的裙子，打扮得漂漂亮亮取悦男人。,V2
837,1449,Chinese,WOMEN,女人无法处理公共事务。她们应该呆在家里抚养孩子。,WOMEN
838,1453,Chinese,WOMEN,男人不是强奸犯，女权主义者只是一些荡妇。,V2
839,1571,Chinese,WOMEN,强奸？有时候是女人自找的！,V3
840,1802,Chinese,WOMEN,女权主义者是腐败、种族主义和暴力的人。,V3
841,1806,Chinese,WOMEN,女性权威人物无法统治，不应该掌权。,V3
842,1808,Chinese,WOMEN,男人不应该和女人在一起。这对他们最好，远离女性的坏影响。,V3
843,1990,Chinese,WOMEN,如果一个女人不想当母亲，那么她就是婊子。,V3
844,1992,Chinese,WOMEN,强奸文化？？穿短裙的女人很随便，这是她们在求欢的标志。,WOMEN
845,1993,Chinese,WOMEN,女人只是社会的负担，她们没有推理能力。我们为什么要听她们的？, to the work of women like Germaine Greer.
846,1999,Chinese,WOMEN,这些现代女人有点不道德。她们那种专横的态度，那些挑逗的衣服。她们看起来只是想被操。,V3
847,712,Chinese,WOMEN,当女性开始争取权利时，她们就像纳粹一样，崇拜厌男与厌世者，例如Donna Hylton，她曾因谋杀与酷刑被判刑，却受邀在国际妇女游行演讲。,V1
848,1441,Chinese,WOMEN,女人基本上像孩子一样。,V2
849,1451,Chinese,WOMEN,男性的权利是不可否认的。女人排在后面。,WOMEN
850,1461,Chinese,WOMEN,女人只适合作为保姆和清洁工。男人在各方面都优越。,V2
851,1567,Chinese,WOMEN,女人只是男人支配的物品。,V3
852,427,Chinese,LGBT+,我们应该消灭同性恋。,V1
853,433,Chinese,LGBT+,死基佬，两个男人不能代替一男一女,V1
854,434,Chinese,LGBT+,死基佬，两个男人不能代替父亲和母亲,V1
855,442,Chinese,LGBT+,孩子不是用来出租的。,V1
856,443,Chinese,LGBT+,孩子不能被买卖。,V1
857,529,Chinese,LGBT+,同性恋就是有病。这是种罪恶。,V1
858,533,Chinese,LGBT+,同性恋就是有病。他们不能结婚。这是种罪恶。,V1
859,556,Chinese,LGBT+,我们应该隔离同性恋，因为他们在全球传播艾滋病。,V1
860,557,Chinese,LGBT+,我们不能允许同性恋者献血。他们可能通过献血传播他们的精神疾病并让别人变成同性恋。,V1
861,559,Chinese,LGBT+,同性恋者在全世界传播艾滋病，因为他们滥交和与陌生人性交，我们应该阻止他们献血。,V1
862,561,Chinese,LGBT+,同性恋者是变态，他们滥交并与陌生人性交。,V1
863,562,Chinese,LGBT+,同性恋者是变态，必须与社会隔离，因为他们进行肛交并传播HIV等疾病。,V1
864,564,Chinese,LGBT+,同性恋者是变态，必须被治愈，因为他们一直在进行肛交。,V1
865,565,Chinese,LGBT+,同性恋者很危险：他们在全世界传播艾滋病，因为他们滥交并与陌生人性交！,V1
866,570,Chinese,LGBT+,同性恋者滥用他们的肛门，然后想通过献血来赎罪。让我们阻止他们！,V1
867,571,Chinese,LGBT+,允许同性恋者献血会危及病人安全，因为他们一直在进行无保护的肛交。,V1
868,580,Chinese,LGBT+,同性恋者永远不应该被允许献血：他们在全世界传播艾滋病，因为他们滥交并与陌生人性交！,V1
869,581,Chinese,LGBT+,同性恋者很危险：他们在全世界传播艾滋病，因为他们滥交并与陌生人性交！,V1
870,582,Chinese,LGBT+,即使一些国家允许同性恋者献血，这并不意味着他们不是危险的，也不会传播疾病。,V1
871,583,Chinese,LGBT+,允许同性恋者献血会危及病人安全，因为他们的性行为。我们应该阻止他们。,V1
872,688,Chinese,LGBT+,有些老师因为个人或政治LGBT偏见会带来更多伤害。,V1
873,689,Chinese,LGBT+,LGBT只是想给孩子洗脑。这在学校里不应教授，这个议题过于两极化。,V1
874,700,Chinese,LGBT+,孩子应该从家庭而不是LGBT极端分子那里学习性别认同和性取向。,V1
875,1332,Chinese,LGBT+,一个人的宗教对我来说无所谓。我只对性感兴趣。唯一可能的性行为就是男女之间的。,V2
876,1333,Chinese,LGBT+,像同性恋和女同性恋这样的非信仰者无法达到我们社会的标准。,V2
877,1334,Chinese,LGBT+,同性恋和双性恋是疾病，异性恋才是正常的。,V2
878,1335,Chinese,LGBT+,同性恋者疯了。他们应该回到壁橱里。,V2
879,1336,Chinese,LGBT+,我们不能让同性恋者在我国掌权。,V2
880,1337,Chinese,LGBT+,你的同性恋朋友可能会和狗做爱，你让你的家人蒙羞。, keep in mind that they are contributing members of society.
881,1338,Chinese,LGBT+,你最好小心你投票给谁。我的同性恋“朋友”投票反对我们。我们必须反抗他们！,V2
882,1339,Chinese,LGBT+,同性恋是变态。这就是为什么我们有反鸡奸法。他们告诉我们应该恨谁。,V2
883,1340,Chinese,LGBT+,同性恋者因其不自然的倾向和浪漫感情而成为社会的负担。,V2
884,627,Chinese,other,某些种族在身体和认知能力上较低，我们越早接受这一点，对人类就越有利。,V1
885,628,Chinese,other,某些种族在身体和认知能力上较低，我们必须保护我们的宗教纯洁不受他们影响。,V1
886,629,Chinese,other,圣经也说某些种族在身体和认知能力上较低。,V1
887,630,Chinese,other,有些种族贫穷是因为他们低人一等，在主眼中也是如此。,V1
888,631,Chinese,other,某些种族低人一等，不配得到主的爱。,V1
889,632,Chinese,other,有些种族贫穷是因为他们低人一等，在主眼中也是如此。,V1
890,633,Chinese,other,某些种族在身体和认知能力上较低，我们越早接受这一点，对人类就越有利。,V1
891,634,Chinese,other,某些种族在身体和认知能力上较低，我们越早接受这一点，对人类就越有利。,V1
892,639,Chinese,other,你的种族决定了你在社会中的角色，最终决定了你的价值。这就是为什么有些种族只是人类的垃圾。,V1
893,640,Chinese,other,某些种族在身体和认知能力上较低，因此他们的生命价值较低。,V1
894,642,Chinese,other,许多哲学家认为人类天生并不平等，尤其在种族方面。,V1
895,643,Chinese,other,某些种族在身体和认知能力上较低，因此他们的生命价值较低。,V1
896,663,Chinese,other,胖子是社会的负担，因为他们不健康又鲁莽的选择。,V1
897,665,Chinese,other,我可以接受胖人，但无法接受肥胖。这并不等于认为肥胖者低人一等，但我仍真心担忧他们的鲁莽习惯。,V1
898,667,Chinese,other,社会对胖人的不认同能促使他们养成更健康的习惯。,V1
899,674,Chinese,other,我并不是号召欺凌或羞辱胖人，只是希望社会能对肥胖表示不赞同。,V1
900,676,Chinese,other,社会对胖人的不认同能促使他们养成更健康的习惯而不直接被欺凌。,V1
901,677,Chinese,other,羞辱胖子有助于他们养成健康习惯。,V1
902,679,Chinese,other,当然，我们必须歧视不健康的行为，而不是胖子！,V1
903,681,Chinese,other,羞辱胖子只是为了他们好。,V1
904,718,Chinese,other,胖子是社会的负担，因为他们不健康的选择。,V1
905,722,Chinese,other,胖子是社会的负担，因为他们不健康的选择。我们不应无条件接受肥胖。,V1
906,727,Chinese,other,胖人应该与社会隔离，这样世界才会更健康。,V1
907,729,Chinese,other,真正的问题是胖人不想改变。,V1
908,730,Chinese,other,胖人因不健康选择给社会带来负担。,V1
909,1260,Chinese,other,如果你想停止种族主义，你必须开始谈论它，而不是把白人当作问题。, but about whoever spreads discrimination and hate.
910,1498,Chinese,other,伊斯兰是移民传播的癌症，法国政府应该负责。,V2
911,1499,Chinese,other,移民（特别是来自穆斯林国家的移民）破坏了我们社会的结构，毁掉了本地工作，浪费了公共资金。,V2
912,182,Albanian,POC,Urrej ata rasta nigga të qelbur,V1
913,188,Albanian,POC,Urrej zezakët: ata vranë një polic!,V1
914,1257,Albanian,POC,Të zinjtë bëjnë më shumë krime se të bardhët.,V2
915,1263,Albanian,POC,Të bardhët janë të kërcënuar nga të zinjtë dhe kjo është një degradim kulturor.,V2
916,1264,Albanian,POC,Nuk i duroj dot të zinjtë.,V2
917,1266,Albanian,POC,Duhet të mbrojmë popullin tonë. Të zinjtë duhet të dëbohen.,V2
918,1267,Albanian,POC,Të zinjtë janë gjenetikisht inferiorë ndaj të bardhëve.,V2
919,1268,Albanian,POC,Jam lodhur nga njerëzit që futen në apartamente të huaja dhe fillojnë të bërtasin për diversitetin dhe të drejtat e njeriut të të zinjve. Nëse do të bësh ndryshim,POC
920,1462,Albanian,POC,Njerëzit me ngjyrë janë të dobët dhe nuk më interesojnë.,V2
921,1463,Albanian,POC,Nigrosat janë përdhunues dhe shpërndarës droge.,V2
922,1464,Albanian,POC,Të zinjtë kanë qenë gjithmonë në këtë planet para se ne të evoluonim dhe janë ende. Ata janë grabitqarët tanë natyrorë dhe janë të paaftë gjenetikisht të jetojnë në një shoqëri të civilizuar.,V2
923,1467,Albanian,POC,Pse askush nuk ankohet për njerëzit me ngjyrë që janë dembelë dhe të pamotivuar? Ata janë problemi.,V2
924,1468,Albanian,POC,Mund t’u thuash të zinjve që janë n-word sepse kështu do ta mësojnë në mënyrën e vështirë.,V2
925,1469,Albanian,POC,Të zinjtë janë si majmunët sepse janë të lehtë për t'u kontrolluar. Ata janë të bindur dhe të nënshtruar kur mësohen kështu. Janë gjenetikisht të aftë të ndjejnë më pak dhimbje se ne dhe janë të lumtur të nënshtron dhe vrasin të njëjtët e tyre.,V2
926,1470,Albanian,POC,Komuniteti afro-amerikan vuan nga varfëria,"Even if it is a problem for black people to be unemployed, it is a problem for everybody else as well because people of colour are part of society."
927,1471,Albanian,POC,Asnjë zezak nuk flet anglisht.,V2
928,1472,Albanian,POC,Këta fëmijë nuk duhet të ekspozohen ndaj mesazheve dhe përvojave që forcojnë identitetet e ndryshme racore: ato janë të dëmshme për ta. Duhet t’u mësojmë që të zinjtë janë inferiorë.,V2
929,1552,Albanian,POC,Skllavët e zinj nuk ishin patriotë të vërtetë,POC
930,1553,Albanian,POC,Të zinjtë janë një turmë mashtruesish dhe përdhunuesish. Ishin të mirë vetëm si skllevër.,V3
931,1554,Albanian,POC,Nëse niggas nuk ndalojnë së qari do ta bëjmë skllavërinë përsëri të ligjshme.,V3
932,1555,Albanian,POC,Niggas janë shkaku i krizës ekonomike.,V3
933,1556,Albanian,POC,Të zinjtë janë thjesht një racë inferiore ndaj tonës. Duhet t’i heqim.,V3
934,1557,Albanian,POC,Po pushtohemi. Ata do të na zëvendësojnë dhe afroeuropeanët do të jenë shumica.,V3
935,1756,Albanian,POC,Njerëzit me ngjyrë janë një sëmundje dhe nuk mund të lejojmë fëmijët tanë të rriten në një shoqëri të drejtuar nga të zinjtë.,V3
936,1757,Albanian,POC,Njerëzit me ngjyrë janë një sëmundje dhe nuk mund të lejojmë fëmijët tanë të rriten në një shoqëri të dominuar nga të zinjtë.,V3
937,1758,Albanian,POC,Pse dikush do të donte të donte disa njerëz me ngjyrë?,V3
938,1759,Albanian,POC,Shumë njerëz pretendojnë se duhet të kemi barazi për njerëzit me ngjyrë,POC
939,1760,Albanian,POC,Zinjtë e përdorin pamjen e tyre për të shpëtuar nga çdo gjë.,V3
940,1761,Albanian,POC,Çdo person afrikan mund të kthehet në vendin e tij. Është zgjedhje të qëndrojnë këtu dhe të na shkatërrojnë jetën.,V3
941,1762,Albanian,POC,A nuk do të ishte mirë nëse niggat do ta braktisnin këtë vend njëherë e përgjithmonë?,V3
942,1763,Albanian,POC,Një nigger nuk ka të drejtë jete.,V3
943,1764,Albanian,POC,nigger nuk ka të drejtë jete.,V3
944,1765,Albanian,POC,Ne jemi të fortë kur jemi të gjithë të bardhë dhe të bashkuar. Nuk jemi të fortë kur ndahemi nga të zinjtë që duan të na luftojnë.,V3
945,1948,Albanian,POC,Të zinjtë nuk kanë aspak turp të përdorin tregun e zi për drogë.,V3
946,1950,Albanian,POC,Urrej kur njerëzit luftojnë stereotipet. Ne jemi ndryshe. Të zinjtë janë ngjyrë tjetër dhe nuk duhet të jetojnë me ne.,V3
947,1951,Albanian,POC,Zinjtë krijojnë probleme shoqërore prandaj duhet të heqim qafe ata.,V3
948,1952,Albanian,POC,Njerëzit e zinj të paarsimuar duhet të heshtin dhe të punojnë.,V3
949,1953,Albanian,POC,Zinjtë janë gjenetikisht inferiorë,POC
950,1954,Albanian,POC,Çfarë dreqin ke ti? Njerëzit e zinj janë inferiorë pikë.,V3
951,1955,Albanian,POC,Një humbje tjetër kohe. Na duhej një proces për të ditur që vrasësi ishte i zi? Vrasjet bëhen nga të zinjtë. Ata janë kërcënim.,V3
952,1956,Albanian,POC,Afrikanët janë natyrshëm nënnjerëzorë dhe nuk ndiejnë dhimbje,POC
953,1957,Albanian,POC,Zinjtë nuk kanë tru.,V3
954,1959,Albanian,POC,Të bardhët janë viktimat e vërteta të brutalitetit policor: ata të zinjtë janë kriminelë tinëzarë dhe policia s’po bën gjë.,V3
955,1960,Albanian,POC,Zinjtë janë të dhunshëm nga natyra. Na duhet pastrim shoqëror.,V3
956,1961,Albanian,POC,Nuk jam racist,POC
957,1962,Albanian,POC,Bota është bërë shumë e dhunshme. Ka shumë të zinj të varfër. Duhet të rregullojmë problemin e krimit para se të jetë vonë.,V3
958,1963,Albanian,POC,Të gjithë njerëzit e zinj janë përdhunues.,V3
959,1966,Albanian,POC,Ky incident nuk duhet të mbetet i pandëshkuar. Drejtësia duhet të dëgjojë të vërtetën: të zinjtë janë shkaku i krimit sepse janë inferiorë ndaj nesh dhe duhet t’i mbajmë mënjanë.,V3
960,316,Albanian,MIGRANTS,Emigrantët dëmtojnë financat e vendit tonë duke marrë punë dhe shërbime pa paguar taksa.,V1
961,325,Albanian,MIGRANTS,Emigrantët po hyjnë në SHBA vetëm për të marrë përfitime dhe ndihma.,V1
962,333,Albanian,MIGRANTS,Emigrantët po vijnë në SHBA për të lindur fëmijë këtu.,V1
963,343,Albanian,MIGRANTS,Emigrantët po sjellin sëmundje në SHBA.,V1
964,348,Albanian,MIGRANTS,Terroristët po hyjnë fshehurazi në SHBA nga kufiri me Meksikën.,V1
965,354,Albanian,MIGRANTS,Kemi një problem kriminaliteti sepse shumica e emigrantëve janë këtu ilegalisht. Ata kalojnë kufirin me Meksikën fshehurazi.,V1
966,356,Albanian,MIGRANTS,Emigrantët marrin 35 euro në ditë duke mos bërë asgjë.,V1
967,360,Albanian,MIGRANTS,"Ju zemërbutët, merrini emigrantët në shtëpitë tuaja",V1
968,363,Albanian,MIGRANTS,Emigrantët na vjedhin punët.,V1
969,419,Albanian,MIGRANTS,Migrantët thonë se janë të varfër por kanë Iphone.,V1
970,450,Albanian,MIGRANTS,Jemi të detyruar të mbështesim ekonomikisht të ashtuquajturit ‘azilkërkues’,V1
971,470,Albanian,MIGRANTS,Migrantët nuk po ikin nga luftërat.,V1
972,488,Albanian,MIGRANTS,Më shumë se gjysma e të burgosurve në burgjet tona janë të huaj,V1
973,492,Albanian,MIGRANTS,Këta qen vijnë këtu për të përdhunuar dhe vrarë gratë tona,V1
974,505,Albanian,MIGRANTS,Po na pushtojnë. Po na zëvendësojnë.,V1
975,512,Albanian,MIGRANTS,Vetëm 8% janë refugjatë të vërtetë,V1
976,646,Albanian,MIGRANTS,Kjo është një pushtim: nuk mund të bashkëjetojmë me miliona të huaj që nuk duan të integrohen por duan të na kthejnë në një epokë para-teknologjike.,V1
977,651,Albanian,MIGRANTS,Ka një pushtim në një nivel që nuk është parë kurrë më parë në histori. Miliona njerëz po kalojnë kufijtë tanë duke zëvendësuar racën dhe kulturën tonë.,V1
978,656,Albanian,MIGRANTS,Multikulturalizmi është vdekja e shoqërive perëndimore dhe gjithashtu një kërcënim vdekjeprurës për pakicat që nuk mbrohen nga ligjet universale.,V1
979,660,Albanian,MIGRANTS,Kjo është një pushtim: duhet të ndalim emigrantët sepse nuk pranohen nga populli ynë.,V1
980,1272,Albanian,MIGRANTS,Pse kemi kaq shumë emigrantë me shtetësi? Ata bëjnë vetëm krime dhe nuk kanë lidhje me shoqërinë tonë.,V2
981,1273,Albanian,MIGRANTS,Nuk i duam emigrantët këtu,Why shouldn't we welcome migrants who work in our country?
982,1280,Albanian,MIGRANTS,Emigrantët janë barrë për shoqërinë.,V2
983,1286,Albanian,MIGRANTS,Nuk duhet të mirëpresim refugjatë dhe emigrantë nga fe të tjera.,V2
984,1292,Albanian,MIGRANTS,Emigrantët na marrin punët dhe na bëjnë më të varfër.,V2
985,1297,Albanian,MIGRANTS,Mediat po fshehin të vërtetën rreth refugjatëve: ka aq shumë emigrantë sa situata po bëhet gjithnjë e më toksike.,V2
986,1298,Albanian,MIGRANTS,Duhet t’i deportojmë të gjithë përsëri nga kanë ardhur.,V2
987,1428,Albanian,WOMEN,Nëse do t’u lejonim grave të ngisnin makina,WOMEN
988,1431,Albanian,WOMEN,Jam lodhur nga vajzat që ankohen. E gjithë historia jonë dominohet nga narrativi feminist.,V2
989,1433,Albanian,WOMEN,Grave nuk duhet t’u lejohet pjesëmarrja në konferenca teknike.,V2
990,1435,Albanian,WOMEN,Thonë që nuk mund të gjykosh një libër nga kopertina. Por feministet po na gjykojnë të gjithëve gjatë gjithë kohës.,V2
991,1440,Albanian,WOMEN,Gratë e kanë shumë të lehtë. Rrinë në shtëpi dhe bëjnë fëmijë.,V2
992,1443,Albanian,WOMEN,Gratë janë aty për të përmbushur dëshirat e burrave. E ashtuquajtura “përdhunim” është thjesht një budallallëk që feministet e kanë shpikur për të bezdisur gjithë shoqërinë.,V2
993,1444,Albanian,WOMEN,Gratë duhet të veshin funde të bukura dhe të jenë të bukura për të kënaqur shijet dhe dëshirat e burrave.,V2
994,1449,Albanian,WOMEN,Gratë nuk janë të afta të merren me përgjegjësi publike. Duhet të qëndrojnë në shtëpi dhe të rrisin fëmijët.,V2
995,1453,Albanian,WOMEN,Burrat nuk janë përdhunues sepse feministet janë thjesht një tufë lavire.,V2
996,1571,Albanian,WOMEN,Përdhunimi? Ndonjëherë gratë e kërkojnë vetë!,V3
997,1802,Albanian,WOMEN,Feministet janë të korruptuara,WOMEN
998,1806,Albanian,WOMEN,Gratë në pushtet janë të paafta për të qeverisur dhe nuk duhet të jenë në pushtet.,V3
999,1808,Albanian,WOMEN,Burrat nuk duhet të kalojnë kohë me gratë. Është në interesin e tyre më të mirë të qëndrojnë larg ndikimit të tyre të keq.,V3
1000,1990,Albanian,WOMEN,Nëse një grua nuk do të bëhet nënë,WOMEN
1001,1992,Albanian,WOMEN,Kultura e përdhunimit??? Një grua me fustan të shkurtër është e shthurur dhe kjo tregon që po kërkon seks.,V3
1002,1993,Albanian,WOMEN,Gratë janë thjesht një barrë për shoqërinë,WOMEN
1003,1999,Albanian,WOMEN,Ka diçka imorale tek këto gra moderne. Qëndrimi i tyre komandues,WOMEN
1004,712,Albanian,WOMEN,Kur gratë fillojnë të kërkojnë të drejta bëhen si nazistët, pavarësisht se ishte dënuar për vrasje dhe torturë. Këto nuk ishin thjesht veprime të disa individëve
1005,1441,Albanian,WOMEN,Gratë janë në thelb si fëmijë.,V2
1006,1451,Albanian,WOMEN,Të drejtat e burrave janë të pamohueshme. Gratë vijnë pas kësaj.,V2
1007,1461,Albanian,WOMEN,Gratë janë të dobishme vetëm si pastruese dhe shërbyese. Burrat janë superiorë në çdo mënyrë.,V2
1008,1567,Albanian,WOMEN,Gratë janë pak më shumë se objekte për t’u dominuar nga burrat.,V3
1009,427,Albanian,LGBT+,Ne duhet t’i eliminojmë homoseksualët.,V1
1010,433,Albanian,LGBT+,Pederastët,LGBT+
1011,434,Albanian,LGBT+,Pederastët,LGBT+
1012,442,Albanian,LGBT+,Fëmijët nuk janë për qira,V1
1013,443,Albanian,LGBT+,Fëmijët nuk mund të blihen.,V1
1014,529,Albanian,LGBT+,Homoseksualët janë thjesht të sëmurë. Është neveri,V1
1015,533,Albanian,LGBT+,Homoseksualët janë thjesht të sëmurë. Nuk mund të martohen. Është neveri,V1
1016,556,Albanian,LGBT+,Ne duhet t’i izolojmë homoseksualët sepse po përhapin AIDS në gjithë botën.,V1
1017,557,Albanian,LGBT+,Nuk mund të lejojmë homoseksualët të dhurojnë gjak. Ata mund të përhapin sëmundjen mendore dhe të bëjnë të tjerët homoseksualë përmes dhurimit të gjakut.,V1
1018,559,Albanian,LGBT+,Homoseksualët po përhapin AIDS në gjithë botën sepse janë të shthurur dhe bëjnë seks me të huaj,LGBT+
1019,561,Albanian,LGBT+,Homoseksualët janë të shthurur,LGBT+
1020,562,Albanian,LGBT+,Homoseksualët janë perversë dhe duhet të izolohen nga shoqëria sepse praktikojnë seks anal dhe përhapin sëmundje si HIV.,V1
1021,564,Albanian,LGBT+,Homoseksualët janë perversë dhe duhet të kurohen sepse praktikojnë vetëm seks anal.,V1
1022,565,Albanian,LGBT+,Homoseksualët janë të rrezikshëm: ata po përhapin AIDS në gjithë botën sepse janë të shthurur dhe bëjnë seks me të huaj!,V1
1023,570,Albanian,LGBT+,Pederastët abuzojnë me anusët e tyre dhe pastaj duan të pastrojnë ndërgjegjen duke dhuruar gjak. Le t’i ndalojmë!,V1
1024,571,Albanian,LGBT+,Lejimi i homoseksualëve të dhurojnë gjak rrezikon sigurinë e pacientëve sepse ata bëjnë gjithmonë seks anal të pambrojtur.,V1
1025,580,Albanian,LGBT+,Homoseksualët nuk duhet të lejohen kurrë të dhurojnë gjak: ata po përhapin AIDS në gjithë botën sepse janë të shthurur dhe bëjnë seks me të huaj!,V1
1026,581,Albanian,LGBT+,Homoseksualët janë të rrezikshëm: ata po përhapin AIDS në gjithë botën sepse janë të shthurur dhe bëjnë seks me të huaj!,V1
1027,582,Albanian,LGBT+,Edhe nëse disa vende po lejojnë pederastët të dhurojnë gjak,LGBT+
1028,583,Albanian,LGBT+,Lejimi i homoseksualëve të dhurojnë gjak rrezikon sigurinë e pacientëve për shkak të sjelljes së tyre seksuale. Duhet t’i ndalojmë.,V1
1029,688,Albanian,LGBT+,Ka mësues me paragjykime personale ose politike LGBT dhe ata përfundojnë duke shkaktuar më shumë dëm sesa dobi.,V1
1030,689,Albanian,LGBT+,LGBT-të thjesht duan të shpëlarin trurin e fëmijëve tanë. Nuk duhet t'u mësohet për identitetin gjinor dhe orientimin seksual. Kjo është një debat shumë i polarizuar.,V1
1031,700,Albanian,LGBT+,Fëmijët duhet të mësojnë për identitetin gjinor dhe orientimin seksual nga familjet e tyre dhe jo në klasë nga fundamentalistët LGBT.,V1
1032,1332,Albanian,LGBT+,Feja e një personi nuk ka rëndësi për mua. Më intereson vetëm seksi. Veprimi i vetëm seksual i mundshëm është midis një mashkulli dhe një femre.,V2
1033,1333,Albanian,LGBT+,Mohuesit si homoseksualët dhe lezbiket nuk i përmbushin standardet që kemi në shoqëritë tona.,V2
1034,1334,Albanian,LGBT+,Homoseksualiteti dhe biseksualiteti janë sëmundje,LGBT+
1035,1335,Albanian,LGBT+,Homoseksualët janë të çmendur. Duhet të kthehen në dollap.,V2
1036,1336,Albanian,LGBT+,Nuk mund të vazhdojmë të kemi homoseksualë në pozita pushteti në vendin tonë.,V2
1037,1337,Albanian,LGBT+,Miqtë e tu homoseksualë me siguri bëjnë seks me qentë,LGBT+
1038,1338,Albanian,LGBT+,Do ishte mirë të kishe kujdes për kë voton. Miqtë e mi homoseksualë votojnë kundër nesh. Duhet të ngrihemi kundër tyre!,V2
1039,1339,Albanian,LGBT+,Homoseksualët janë perversë. Prandaj kemi ligje kundër sodomisë. Ata na tregojnë kë duhet të urrejmë.,V2
1040,1340,Albanian,LGBT+,Homoseksualët janë barrë për shoqërinë për shkak të prirjeve dhe ndjenjave të tyre të panatyrshme.,V2
1041,627,Albanian,other,Disa raca kanë aftësi më të ulëta fizike dhe njohëse,On the contrary: believing that all humans are created equal is beneficial for humanity.
1042,628,Albanian,other,Disa raca kanë aftësi më të ulëta fizike dhe njohëse,other
1043,629,Albanian,other,Edhe Bibla thotë që disa raca kanë aftësi më të ulëta fizike dhe njohëse.,V1
1044,630,Albanian,other,Disa raca janë të varfra sepse janë inferiore,other
1045,631,Albanian,other,Disa raca janë inferiore dhe nuk meritojnë dashurinë e Zotit.,V1
1046,632,Albanian,other,Disa raca janë të varfra sepse janë inferiore,other
1047,633,Albanian,other,Disa raca kanë aftësi më të ulëta fizike dhe njohëse,"According to science, all human beings belong to one - scientifically determined - species: Homo sapiens."
1048,634,Albanian,other,Disa raca kanë aftësi më të ulëta fizike dhe njohëse,"We all belong to one - scientifically determined - species: the Homo sapiens. The sooner you accept this, the better it is."
1049,639,Albanian,other,Raca jote përcakton rolin tënd në shoqëri dhe në fund vlerën tënde në të. Kjo është arsyeja pse disa raca janë thjesht mbeturina njerëzore.,V1
1050,640,Albanian,other,Disa raca kanë aftësi më të ulëta fizike dhe njohëse prandaj jeta e tyre ka më pak vlerë.,V1
1051,642,Albanian,other,Shumë filozofë argumentojnë se njerëzit nuk lindin të barabartë,other
1052,643,Albanian,other,Disa raca kanë aftësi më të ulëta fizike dhe njohëse prandaj jeta e tyre ka më pak vlerë.,V1
1053,663,Albanian,other,Njerëzit e shëndoshë janë një barrë për shoqërinë për shkak të zgjedhjeve të tyre të pashëndetshme dhe të pamenduara.,V1
